created_at,updated_at,name,display_name
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',ability to multitask,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',ability to use technology,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',active citizenship,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',adaptability,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',adapting to change,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',adventurousness,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',aeronatuics,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',air hockey,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',alertness,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',algebraic analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',alternative diagnoses,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',alternative medical diagnostic methods,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',analogy,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',analysis of collective decision making,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',analytical chemistry,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',analytical,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',analyzing,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',anlysands of psychonalysts,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',apologetics,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',applied learning,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',aptitude,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',architecture,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',argumentative,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',arguments,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',art criticism,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',art media,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',artistic ability,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',artistic,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',assumptions,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',astronautics,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',asymptotic analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',asymptoticgeometric analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',athletic sports,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',athleticism,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',attentiveness,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',australian aboriginal bushcraft,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',automated reasoning,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',b eadwork,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',balance,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',ballooning,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',bamboo working,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',basket weaving,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',black propaganda,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',board games of physical skill,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',board gamess,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',boating,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',bookkeeping,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',brain fitness video gamesscaard games,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',budgeting,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',business anlaysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',business,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',calclus of variations,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',calculus,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',calligraphy,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',cancer staging,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',certifications,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',circus skillshuman towers,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',classifying,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',collaboration,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',color vision,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',communication of falsehoods,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',communication,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',compassion,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',compiler optimizations,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',complex analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',comprehension,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',computable analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',computer application experience,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',computer literacy,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',computer literate,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',computer network analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',computer security procedures,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',computer skills,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',computer,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',concentration,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',conceptualizing,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',controol flow analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',cooking techniques,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',coordination,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',corpus linguistics,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',counselor,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',courage,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',craft experience,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',crafts,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',creativity techniques,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',creativity,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',critical pedagogy,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',critical thinking,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',criticism of journalism,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',criticism of organizations,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',criticism,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',cue sports,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',cultural sensitivity,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',curiosity,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',curricula,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',customer service,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',dance technique,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',data analysis software,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',data analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',data flow analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',data journalism,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',data mining,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',datbase index techniques,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',dealing with ambiguity,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',dealing with feelings,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',debating competitions,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',debating,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',decision analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',decision making paradoxes,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',decision making,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',decision support systems,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',decision theory,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',decision trees,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',decisionmaking,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',dedication,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',deductive reasoning,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',defamtion,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',defence mechanisms,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',delegator,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',dependability,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',depth perception,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',designing,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',detail orient3ed,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',detail oriented,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',determination,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',dexterity,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',diagnosis classification,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',diagnostic gastroenterology,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',diagnostic robots,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',dialectic,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',dialogues,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',didactics,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',differential geometry,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',differential opeartors,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',differential topology,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',dilemmas,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',discipline,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',discourse analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',disinformation delusions,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',disinformation operations,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',do it yourself,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',drawing,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',driving techniques,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',driving,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',dynamical systems,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',ecological techniques,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',economic theory of value,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',editor,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',eduational practices,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',education methods,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',educational assessment and evaalution,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',educational psychology,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',educational theorists,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',elements of music,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',emdical error,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',emotional stability,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',emotional stamina and stability,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',emotional,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',empathy,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',entertaining,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',error,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',espionage techniques,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',evaluation methods,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',evaluation of computers,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',evaluation of machine translation,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',evaluation,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',evaluator,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',ewstimator,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',expediter,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',fake news,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',fallacies,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',fashion sense,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',fiction writing,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',fictional vehicle opeartors,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',financial data analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',finite differences,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',fixed points,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',flexibility,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',forecasting,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',foreign language,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',formal sections in music analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',fourier analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',fractals,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',frist aid,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',functional analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',functional equaations,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',functions and mappings,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',games of mental skillabstract strategy games,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',games of phsyical skill,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',generating ideas,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',genralizations,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',giving advice,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',good judgment,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',good vision,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',group decision making,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',hand eye coordination physical stamina,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',hand eye coordination,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',hand eye foot coordination,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',hand games,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',handedness,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',handicrafts,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',harmonic analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',hat making,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',hearing ability,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',home econimics,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',homiletics,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',horticultural tedchniques,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',hypocrisy,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',icehouse games,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',idempotent analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',iimpact assessment,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',illusions,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',illustration,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',illustrator,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',imagination,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',implementor,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',improvising,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',incremental computing,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',inductive fallacies,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',inductive reasoning,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',industrial processes,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',informal arguments,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',ingenuity,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',initiative,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',innovator,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',inquiry,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',inquisitiveness,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',instructional,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',integrity,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',intelligence analysis,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',intelligence assessment,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',internships,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',interpersonal leadership,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',interpersonal,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',interviewer,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',intiater of change,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',inventor,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',investigative journalism,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',jacques lacan,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',jazz terminology riemannian theory,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',joinery,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',juggling patterns and tricks,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',jumping sports,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',kernal methods for machine learning,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',knowledge representation,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',knowledge rporesentation,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',language teaaching techniques,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',language teaching methodology,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',law enforcement techniques,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',leadership,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',learning programsmontessori education,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',learning to read,
'2022-11-05 22:58:37.720','2022-11-05 22:58:37.720',leather crafting,
